cluster_var,estimate,se,t,p
COD_PROV,0.20112501995103002,0.061598538505131306,3.2650940238505144,0.001125785026788654
COD_REG,0.20112501995103002,0.06859424754904511,2.9320974737309418,0.0034319304793226516
