estimate,se,lo,hi,t,p,outcome
0.044984821425795476,0.03862565983955178,-0.030721471859726013,0.12069111471131697,1.1646356751615168,0.24416649668209,Pop
0.08928079783381859,0.044661359874849295,0.0017445324791139777,0.1768170631885232,1.9990613381232127,0.04560171760631415,Units
0.13820466061051467,0.09860645908945634,-0.05506399920481975,0.3314733204258491,1.4015781713156805,0.16104124917712448,Emp
