variable,Means Treated,Means Control,Std. Mean Diff.,Var. Ratio,eCDF Mean,eCDF Max,Std. Pair Dist.
distance,0.045568555228736304,0.045585703613882325,-9.219683698271651e-4,1.055657103310493,0.004172356243362175,0.07692307692307693,0.018714440850648908
F1_1951,4.392177536422863,4.331223260404916,0.08461021800642282,1.669857770208012,0.04900622060385375,0.15384615384615383,0.8014356311289885
A1_1951,42.547155303591744,44.070234239866785,-0.08131343733028515,1.396921072102319,0.05143377332726446,0.1282051282051282,0.4850493436210228
F1_1_1951,0.38461538461538464,0.38461538461538464,0,NA,0,0,0.46153846153846156
F3_1_1951,0.07692307692307693,0.05128205128205129,0.09622504486493763,NA,0.02564102564102564,0.02564102564102564,0.48112522432468813
I4_1951,14.975880704909692,14.54032416132809,0.0738199274252082,1.1064827744998182,0.05454407525413445,0.15384615384615388,1.0415576430706563
SS4_1951,1.9259487672557112,1.9848108666391413,-0.08148664682619433,0.9777890937682949,0.06880594750417236,0.23076923076923078,0.9054370873581196
DensU_1951,0.03430769230769231,0.029461538461538463,0.23936442032535937,1.2106613025822044,0.05963699222126191,0.25641025641025644,0.9359275482562991
ShapeArea,63487111.406146154,68763837.25966129,-0.12811157243482163,1.148590994684755,0.0735851919283872,0.1794871794871795,1.0341363440148201
